,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
23634,190,50:17.6,53:28.4,3213,Van Vorst Park,40.71848892,-74.04772663,3272,Jersey & 3rd,40.72333159,-74.04595256,33614,Subscriber,1962,1
10672,2739,16:19.3,01:58.9,3193,Lincoln Park,40.724605100000005,-74.07840595,3193,Lincoln Park,40.724605100000005,-74.07840595,26290,Subscriber,1980,1
18188,334,03:39.5,09:13.8,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,33604,Subscriber,1956,1
2493,235,53:20.4,57:16.1,3184,Paulus Hook,40.7141454,-74.0335519,3276,Marin Light Rail,40.71458404,-74.04281706,29295,Subscriber,1949,1
22405,524,08:57.2,17:42.2,3211,Newark Ave,40.72152515,-74.04630454,3276,Marin Light Rail,40.71458404,-74.04281706,29277,Subscriber,1986,1
34230,196,43:19.5,46:35.6,3483,Montgomery St,40.71942,-74.05099,3186,Grove St PATH,40.71958612,-74.04311746,26227,Subscriber,1963,2
11566,163,40:11.1,42:54.9,3194,McGinley Square,40.72533993,-74.06762213,3280,Astor Place,40.7192822,-74.07126188,26219,Subscriber,1987,1
21191,857,11:10.2,25:28.1,3210,Pershing Field,40.74267714,-74.05178863,3183,Exchange Place,40.7162469,-74.0334588,29587,Subscriber,1987,1
22652,490,12:15.9,20:26.7,3212,Christ Hospital,40.73478582,-74.05044364,3186,Grove St PATH,40.71958612,-74.04311746,29641,Subscriber,1985,1
18949,253,49:37.4,53:50.8,3205,JC Medical Center,40.71653978,-74.04963791,3185,City Hall,40.717732500000004,-74.04384499999999,29205,Subscriber,1978,1
12574,724,44:07.6,56:12.2,3195,Sip Ave,40.73074263,-74.06378388,3191,Union St,40.71821129999999,-74.08363940000001,29210,Subscriber,1990,1
37131,770,46:01.9,58:52.1,3640,Journal Square,40.733670000000004,-74.0625,3681,Grand St,40.71517768,-74.03768331,29492,Subscriber,1992,2
2624,157,48:26.3,51:03.4,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.71241882,-74.03852552,29258,Subscriber,1994,1
12571,263,52:47.8,57:10.9,3195,Sip Ave,40.73074263,-74.06378388,3220,5 Corners Library,40.73496102,-74.05950308,29537,Subscriber,1961,1
27328,244,33:38.3,37:42.7,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,29643,Subscriber,1991,2
8731,235,10:36.4,14:32.4,3186,Grove St PATH,40.71958612,-74.04311746,3187,Warren St,40.721123600000006,-74.03805095,26175,Subscriber,1987,1
29749,279,51:15.2,55:54.4,3275,Columbus Drive,40.718355200000005,-74.03891444,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,29490,Subscriber,1981,1
925,854,41:55.9,56:10.9,3183,Exchange Place,40.7162469,-74.0334588,3268,Lafayette Park,40.71346383,-74.06285852,29652,Subscriber,1990,2
4132,266,08:57.7,13:23.8,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.05065640000001,26271,Subscriber,1991,2
16962,524,26:30.8,35:15.6,3203,Hamilton Park,40.72759597,-74.04424731,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,29459,Subscriber,1969,0
14507,6462,45:02.5,32:44.5,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3639,Harborside,40.71925170000001,-74.034234,29466,Customer,1977,1
31622,527,47:12.3,55:59.8,3276,Marin Light Rail,40.71458404,-74.04281706,3202,Newport PATH,40.7272235,-74.03375890000001,29499,Subscriber,1982,1
20946,370,13:07.1,19:17.5,3210,Pershing Field,40.74267714,-74.05178863,3640,Journal Square,40.733670000000004,-74.0625,26259,Subscriber,1985,1
3325,335,57:56.1,03:31.5,3185,City Hall,40.717732500000004,-74.04384499999999,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,29668,Subscriber,1988,2
367,385,53:06.3,59:31.4,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,33656,Subscriber,1973,1
6901,179,06:24.9,09:24.4,3186,Grove St PATH,40.71958612,-74.04311746,3272,Jersey & 3rd,40.72333159,-74.04595256,29524,Subscriber,1986,1
12686,559,09:26.9,18:46.1,3195,Sip Ave,40.73074263,-74.06378388,3281,Leonard Gordon Park,40.74590997,-74.05727148,29575,Subscriber,1983,1
20158,264,37:28.1,41:52.8,3209,Brunswick St,40.7241765,-74.05065640000001,3186,Grove St PATH,40.71958612,-74.04311746,26295,Subscriber,1978,1
14313,263,26:20.7,30:44.4,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3203,Hamilton Park,40.72759597,-74.04424731,26254,Subscriber,1971,1
36710,447,23:32.9,31:00.2,3639,Harborside,40.71925170000001,-74.034234,3211,Newark Ave,40.72152515,-74.04630454,33638,Subscriber,1986,1
33034,150,33:07.0,35:37.9,3279,Dixon Mills,40.72163014,-74.04996783,3272,Jersey & 3rd,40.72333159,-74.04595256,29477,Subscriber,1982,1
13113,474,54:08.5,02:02.6,3195,Sip Ave,40.73074263,-74.06378388,3679,Bergen Ave,40.72210379,-74.071455,29544,Subscriber,1964,1
17181,505,19:17.3,27:42.8,3203,Hamilton Park,40.72759597,-74.04424731,3184,Paulus Hook,40.7141454,-74.0335519,29217,Subscriber,1969,1
26439,320,20:13.9,25:34.2,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,29660,Subscriber,1991,1
34210,422,41:50.1,48:53.1,3483,Montgomery St,40.71942,-74.05099,3184,Paulus Hook,40.7141454,-74.0335519,29595,Subscriber,1991,1
595,526,31:11.0,39:57.3,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,29626,Subscriber,1981,1
8252,5540,31:11.6,03:31.8,3186,Grove St PATH,40.71958612,-74.04311746,3210,Pershing Field,40.74267714,-74.05178863,26300,Customer,1969,0
29447,138,51:52.6,54:11.5,3273,Manila & 1st,40.72165072,-74.04288411,3270,Jersey & 6th St,40.72528911,-74.04557168,26192,Subscriber,1992,1
3080,441,02:33.6,09:55.0,3185,City Hall,40.717732500000004,-74.04384499999999,3192,Liberty Light Rail,40.711242299999995,-74.0557013,29514,Subscriber,1991,2
2844,244,13:15.6,17:20.1,3184,Paulus Hook,40.7141454,-74.0335519,3183,Exchange Place,40.7162469,-74.0334588,33586,Subscriber,1958,1
28817,151,37:12.8,39:43.9,3272,Jersey & 3rd,40.72333159,-74.04595256,3186,Grove St PATH,40.71958612,-74.04311746,29459,Subscriber,1970,1
3148,67,39:15.0,40:22.8,3185,City Hall,40.717732500000004,-74.04384499999999,3186,Grove St PATH,40.71958612,-74.04311746,26286,Subscriber,1972,1
11457,194,44:06.1,47:20.2,3194,McGinley Square,40.72533993,-74.06762213,3679,Bergen Ave,40.72210379,-74.071455,31058,Subscriber,1978,1
24291,160,21:01.1,23:41.6,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3183,Exchange Place,40.7162469,-74.0334588,26286,Subscriber,1981,0
38235,885,12:18.1,27:03.9,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.73074263,-74.06378388,29550,Subscriber,1964,1
29747,243,42:40.9,46:44.5,3275,Columbus Drive,40.718355200000005,-74.03891444,3638,Washington St,40.7242941,-74.0354826,26227,Subscriber,1969,0
36147,405,49:58.4,56:44.1,3639,Harborside,40.71925170000001,-74.034234,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,32019,Subscriber,1990,2
24414,840,06:05.6,20:06.3,3220,5 Corners Library,40.73496102,-74.05950308,3639,Harborside,40.71925170000001,-74.034234,33619,Subscriber,1994,2
1903,243,40:12.4,44:15.6,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,33608,Subscriber,1981,1
9092,981,05:24.0,21:45.8,3187,Warren St,40.721123600000006,-74.03805095,3270,Jersey & 6th St,40.72528911,-74.04557168,27686,Subscriber,1988,2
29144,195,42:45.0,46:00.0,3273,Manila & 1st,40.72165072,-74.04288411,3203,Hamilton Park,40.72759597,-74.04424731,26305,Subscriber,1991,2
3930,324,09:47.1,15:11.9,3185,City Hall,40.717732500000004,-74.04384499999999,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,26192,Subscriber,1988,2
3486,328,12:36.2,18:04.6,3185,City Hall,40.717732500000004,-74.04384499999999,3203,Hamilton Park,40.72759597,-74.04424731,29522,Customer,1986,1
33750,205,19:49.2,23:14.3,3481,York St,40.71649,-74.04105,3184,Paulus Hook,40.7141454,-74.0335519,32831,Subscriber,1985,2
9743,427,10:59.0,18:06.5,3191,Union St,40.71821129999999,-74.08363940000001,3280,Astor Place,40.7192822,-74.07126188,33613,Subscriber,1987,2
16843,270,56:59.2,01:29.4,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,29220,Subscriber,1988,1
29485,1051,19:36.3,37:07.7,3273,Manila & 1st,40.72165072,-74.04288411,3269,Brunswick & 6th,40.72601173,-74.05038893,29629,Subscriber,1982,2
30580,241,11:28.8,15:30.0,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,33614,Subscriber,1979,1
2112,1021,40:36.5,57:38.2,3183,Exchange Place,40.7162469,-74.0334588,3207,Oakland Ave,40.7376037,-74.05247829999999,33598,Subscriber,1981,1
8752,300,30:19.0,35:19.9,3187,Warren St,40.721123600000006,-74.03805095,3203,Hamilton Park,40.72759597,-74.04424731,29635,Subscriber,1971,1
37090,668,55:58.9,07:07.2,3640,Journal Square,40.733670000000004,-74.0625,3210,Pershing Field,40.74267714,-74.05178863,26201,Subscriber,1983,1
13946,561,32:20.3,41:41.7,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,29222,Subscriber,1988,1
5400,384,06:42.8,13:07.2,3186,Grove St PATH,40.71958612,-74.04311746,3270,Jersey & 6th St,40.72528911,-74.04557168,29473,Subscriber,1988,1
18426,1030,46:09.6,03:19.7,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,33605,Subscriber,1968,1
24798,365,59:31.8,05:36.9,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958612,-74.04311746,26268,Subscriber,1988,1
