,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
4965,338,51:25.0,57:03.1,3195,Sip Ave,40.73074263,-74.06378388,3207,Oakland Ave,40.7376037,-74.05247829999999,31687,Subscriber,1957,1
10431,777,41:47.7,54:45.5,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3225,Baldwin at Montgomery,40.7236589,-74.0641943,31750,Subscriber,1987,1
13567,145,39:25.6,41:50.9,3278,Monmouth and 6th,40.72568548,-74.04879034,3211,Newark Ave,40.72152515,-74.04630454,31762,Subscriber,1979,1
5464,457,03:15.4,10:53.2,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,31777,Subscriber,1960,1
1435,95,56:09.3,57:44.9,3185,City Hall,40.717732500000004,-74.04384499999999,3481,York St,40.71649,-74.04105,26172,Subscriber,1988,1
3570,277,44:48.8,49:26.0,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.05065640000001,31779,Subscriber,1978,2
4733,251,05:03.5,09:15.0,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,29439,Subscriber,1990,1
9856,180,47:48.6,50:48.7,3213,Van Vorst Park,40.71848892,-74.04772663,3279,Dixon Mills,40.72163014,-74.04996783,26197,Subscriber,1985,1
7782,356,22:26.7,28:23.5,3203,Hamilton Park,40.72759597,-74.04424731,3273,Manila & 1st,40.72165072,-74.04288411,29513,Subscriber,1984,1
13443,271,55:15.4,59:46.9,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,29229,Subscriber,1977,1
2745,108,12:25.3,14:14.0,3186,Grove St PATH,40.71958612,-74.04311746,3211,Newark Ave,40.72152515,-74.04630454,31903,Subscriber,1978,1
580,178,35:22.0,38:20.6,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.721123600000006,-74.03805095,29612,Subscriber,1979,1
8451,817,04:14.7,17:52.5,3207,Oakland Ave,40.7376037,-74.05247829999999,3185,City Hall,40.717732500000004,-74.04384499999999,29604,Subscriber,1984,2
382,509,52:22.9,00:52.2,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26214,Subscriber,1980,1
2256,282,00:31.2,05:13.3,3186,Grove St PATH,40.71958612,-74.04311746,3272,Jersey & 3rd,40.72333159,-74.04595256,26210,Subscriber,1987,2
5384,287,32:52.9,37:40.3,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,31733,Subscriber,1984,1
11847,74,58:54.2,00:08.5,3270,Jersey & 6th St,40.72528911,-74.04557168,3272,Jersey & 3rd,40.72333159,-74.04595256,29583,Subscriber,1970,1
342,205,24:06.0,27:31.9,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,29608,Subscriber,1976,1
13321,330,41:40.2,47:11.1,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,31747,Subscriber,1982,2
1992,231,43:22.4,47:13.9,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,31778,Subscriber,1989,1
5841,638,22:35.7,33:14.5,3198,Heights Elevator,40.74871595,-74.04044329999999,3269,Brunswick & 6th,40.72601173,-74.05038893,31870,Subscriber,1983,1
14693,421,17:35.1,24:36.2,3639,Harborside,40.71925170000001,-74.034234,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,31763,Subscriber,1979,2
6209,538,59:00.3,07:59.2,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3203,Hamilton Park,40.72759597,-74.04424731,31920,Subscriber,1977,2
144,210,41:59.8,45:30.4,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.721123600000006,-74.03805095,31779,Subscriber,1981,1
2000,366,58:08.9,04:15.6,3186,Grove St PATH,40.71958612,-74.04311746,3269,Brunswick & 6th,40.72601173,-74.05038893,31836,Subscriber,1991,1
9543,510,06:37.9,15:08.8,3212,Christ Hospital,40.73478582,-74.05044364,3186,Grove St PATH,40.71958612,-74.04311746,29635,Subscriber,1985,1
5089,350,54:17.0,00:07.8,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,31842,Subscriber,1989,1
6414,540,12:46.5,21:46.6,3202,Newport PATH,40.7272235,-74.03375890000001,3267,Morris Canal,40.71241882,-74.03852552,31954,Subscriber,1979,2
5731,1092,50:01.6,08:13.8,3195,Sip Ave,40.73074263,-74.06378388,3212,Christ Hospital,40.73478582,-74.05044364,31715,Subscriber,1995,1
10466,308,26:28.1,31:36.5,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73074263,-74.06378388,29270,Subscriber,1962,1
1793,162,58:22.3,01:05.1,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,31926,Subscriber,1970,1
6288,157,08:40.8,11:18.5,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3638,Washington St,40.7242941,-74.0354826,31753,Subscriber,1975,2
10606,208,18:29.7,21:58.5,3267,Morris Canal,40.71241882,-74.03852552,3275,Columbus Drive,40.718355200000005,-74.03891444,31779,Subscriber,1981,0
13260,1795,37:30.6,07:26.1,3276,Marin Light Rail,40.71458404,-74.04281706,3183,Exchange Place,40.7162469,-74.0334588,26201,Subscriber,1981,1
1391,132,30:01.4,32:14.3,3185,City Hall,40.717732500000004,-74.04384499999999,3205,JC Medical Center,40.71653978,-74.04963791,31728,Subscriber,1992,1
7399,280,50:29.5,55:09.6,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,26280,Subscriber,1973,1
4533,1612,54:16.4,21:08.6,3193,Lincoln Park,40.724605100000005,-74.07840595,3193,Lincoln Park,40.724605100000005,-74.07840595,29655,Customer,1990,2
13437,245,39:37.5,43:43.0,3278,Monmouth and 6th,40.72568548,-74.04879034,3273,Manila & 1st,40.72165072,-74.04288411,31779,Subscriber,1982,2
1330,122,02:12.8,04:15.6,3184,Paulus Hook,40.7141454,-74.0335519,3183,Exchange Place,40.7162469,-74.0334588,29666,Subscriber,1988,1
4864,240,50:16.6,54:17.4,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,31687,Subscriber,1981,1
12954,225,38:42.8,42:28.4,3275,Columbus Drive,40.718355200000005,-74.03891444,3213,Van Vorst Park,40.71848892,-74.04772663,29588,Subscriber,1986,1
6994,501,25:44.6,34:06.1,3202,Newport PATH,40.7272235,-74.03375890000001,3184,Paulus Hook,40.7141454,-74.0335519,31719,Subscriber,1970,1
917,197,26:18.7,29:36.2,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26204,Subscriber,1980,1
4831,243,29:56.6,33:59.8,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,31743,Subscriber,1989,1
14440,120,56:27.8,58:28.2,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.03375890000001,31875,Subscriber,1989,2
8389,274,37:06.1,41:41.0,3207,Oakland Ave,40.7376037,-74.05247829999999,3640,Journal Square,40.733670000000004,-74.0625,31715,Subscriber,1986,1
1105,673,47:14.7,58:28.0,3184,Paulus Hook,40.7141454,-74.0335519,3203,Hamilton Park,40.72759597,-74.04424731,31691,Subscriber,1988,2
10339,824,08:36.2,22:20.4,3220,5 Corners Library,40.73496102,-74.05950308,3268,Lafayette Park,40.71346383,-74.06285852,31845,Subscriber,1976,1
11311,337,15:42.9,21:20.6,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,29600,Subscriber,1978,2
10137,259,15:11.9,19:31.7,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3183,Exchange Place,40.7162469,-74.0334588,29620,Subscriber,1987,1
2649,1248,08:18.1,29:06.5,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,29642,Subscriber,1977,1
4200,654,26:04.5,36:59.4,3190,Garfield Ave Station,40.71046702,-74.07003879999999,3186,Grove St PATH,40.71958612,-74.04311746,31841,Subscriber,1988,1
6776,815,00:18.9,13:54.4,3202,Newport PATH,40.7272235,-74.03375890000001,3210,Pershing Field,40.74267714,-74.05178863,29662,Subscriber,1990,1
5661,350,46:15.9,52:06.6,3195,Sip Ave,40.73074263,-74.06378388,3201,Dey St,40.737711,-74.066921,31808,Subscriber,1972,1
2231,320,40:19.3,45:39.6,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.05065640000001,31732,Subscriber,1990,1
5498,213,21:34.6,25:08.5,3195,Sip Ave,40.73074263,-74.06378388,3225,Baldwin at Montgomery,40.7236589,-74.0641943,31760,Subscriber,1986,2
11686,211,29:38.5,33:09.6,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,31717,Subscriber,1973,1
1438,690,13:09.4,24:40.0,3185,City Hall,40.717732500000004,-74.04384499999999,3203,Hamilton Park,40.72759597,-74.04424731,31721,Subscriber,1984,2
13022,254,38:36.2,42:50.6,3276,Marin Light Rail,40.71458404,-74.04281706,3183,Exchange Place,40.7162469,-74.0334588,31722,Subscriber,1986,1
363,422,35:22.6,42:25.1,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31705,Subscriber,1987,1
2265,254,30:31.6,34:45.7,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,29642,Subscriber,1931,2
5172,476,38:06.5,46:03.4,3195,Sip Ave,40.73074263,-74.06378388,3280,Astor Place,40.7192822,-74.07126188,31866,Subscriber,1971,1
8202,312,07:57.7,13:10.4,3205,JC Medical Center,40.71653978,-74.04963791,3267,Morris Canal,40.71241882,-74.03852552,31717,Subscriber,1984,1
3884,164,53:10.9,55:54.9,3187,Warren St,40.721123600000006,-74.03805095,3638,Washington St,40.7242941,-74.0354826,26317,Subscriber,1988,1
7223,211,08:57.5,12:28.8,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,26239,Subscriber,1990,1
14243,209,25:08.6,28:38.1,3481,York St,40.71649,-74.04105,3639,Harborside,40.71925170000001,-74.034234,29629,Subscriber,1986,1
4852,172,50:56.7,53:49.3,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,31725,Subscriber,1990,1
13159,167,52:50.6,55:38.1,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,26238,Subscriber,1986,1
6028,669,05:43.1,16:52.5,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3275,Columbus Drive,40.718355200000005,-74.03891444,31946,Subscriber,1991,1
13479,277,01:16.2,05:53.6,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,29655,Subscriber,1983,1
4370,645,28:15.8,39:01.2,3192,Liberty Light Rail,40.711242299999995,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,31828,Customer,1969,0
5529,633,38:29.2,49:02.2,3195,Sip Ave,40.73074263,-74.06378388,3191,Union St,40.71821129999999,-74.08363940000001,31938,Subscriber,1990,1
4015,415,30:14.3,37:10.3,3187,Warren St,40.721123600000006,-74.03805095,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,31813,Subscriber,1990,1
8338,505,29:29.9,37:55.6,3207,Oakland Ave,40.7376037,-74.05247829999999,3195,Sip Ave,40.73074263,-74.06378388,29597,Subscriber,1982,2
4259,195,34:00.3,37:15.7,3191,Union St,40.71821129999999,-74.08363940000001,3189,West Side Light Rail,40.714402,-74.0887723,29667,Subscriber,1987,2
14978,435,47:56.0,55:11.3,3640,Journal Square,40.733670000000004,-74.0625,3281,Leonard Gordon Park,40.74590997,-74.05727148,31760,Subscriber,1990,1
8730,232,36:05.2,39:57.7,3209,Brunswick St,40.7241765,-74.05065640000001,3186,Grove St PATH,40.71958612,-74.04311746,31938,Subscriber,1980,1
13105,246,35:33.0,39:39.5,3276,Marin Light Rail,40.71458404,-74.04281706,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,31721,Subscriber,1986,2
7393,271,54:14.4,58:45.4,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,31868,Subscriber,1988,1
4238,996,30:52.9,47:29.3,3191,Union St,40.71821129999999,-74.08363940000001,3195,Sip Ave,40.73074263,-74.06378388,31825,Subscriber,1971,2
6034,786,00:08.4,13:15.3,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3187,Warren St,40.721123600000006,-74.03805095,31695,Subscriber,1984,1
1075,404,30:22.5,37:07.0,3184,Paulus Hook,40.7141454,-74.0335519,3185,City Hall,40.717732500000004,-74.04384499999999,31766,Subscriber,1983,1
8549,1130,10:03.6,28:53.7,3207,Oakland Ave,40.7376037,-74.05247829999999,3185,City Hall,40.717732500000004,-74.04384499999999,29242,Subscriber,1984,2
1530,185,03:18.3,06:23.8,3185,City Hall,40.717732500000004,-74.04384499999999,3272,Jersey & 3rd,40.72333159,-74.04595256,29674,Subscriber,1986,1
3801,321,31:57.1,37:19.1,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,31954,Subscriber,1978,1
10066,705,19:45.7,31:31.4,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3186,Grove St PATH,40.71958612,-74.04311746,31731,Subscriber,1973,1
8164,286,47:49.4,52:35.6,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,29597,Subscriber,1976,1
3832,216,42:11.5,45:47.8,3187,Warren St,40.721123600000006,-74.03805095,3639,Harborside,40.71925170000001,-74.034234,31691,Subscriber,1969,0
14162,445,40:12.0,47:37.8,3281,Leonard Gordon Park,40.74590997,-74.05727148,3640,Journal Square,40.733670000000004,-74.0625,26288,Subscriber,1982,1
2601,210,50:24.9,53:55.6,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,31681,Subscriber,1989,1
14043,466,04:10.4,11:56.5,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.73074263,-74.06378388,29623,Subscriber,1985,2
12788,351,24:38.4,30:29.7,3275,Columbus Drive,40.718355200000005,-74.03891444,3276,Marin Light Rail,40.71458404,-74.04281706,31949,Subscriber,1975,1
2607,270,04:33.2,09:03.7,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.05065640000001,26186,Subscriber,1976,1
5669,464,07:28.3,15:13.1,3195,Sip Ave,40.73074263,-74.06378388,3281,Leonard Gordon Park,40.74590997,-74.05727148,31938,Subscriber,1980,1
12965,187,47:45.4,50:53.3,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,29626,Subscriber,1973,1
