,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
246,155,14:11.8,16:47.0,3183,Exchange Place,40.7162469,-74.0334588,3275,Columbus Drive,40.718355200000005,-74.03891444,31799,Subscriber,1978,1
6956,411,03:47.5,10:39.1,3205,JC Medical Center,40.71653978,-74.04963791,3272,Jersey & 3rd,40.72333159,-74.04595256,31688,Subscriber,1988,1
12227,130,10:16.3,12:26.6,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.03375890000001,31766,Subscriber,1992,1
404,1684,38:12.4,06:16.7,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,31938,Subscriber,1968,2
5128,101,57:56.4,59:37.8,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3202,Newport PATH,40.7272235,-74.03375890000001,31727,Subscriber,1981,1
4768,355,18:54.0,24:49.6,3195,Sip Ave,40.73074263,-74.06378388,3201,Dey St,40.737711,-74.066921,31728,Subscriber,1984,1
6797,409,54:29.4,01:18.8,3205,JC Medical Center,40.71653978,-74.04963791,3192,Liberty Light Rail,40.711242299999995,-74.0557013,29593,Subscriber,1987,1
5787,356,58:35.1,04:31.9,3202,Newport PATH,40.7272235,-74.03375890000001,3203,Hamilton Park,40.72759597,-74.04424731,31701,Subscriber,1987,1
1235,980,09:43.4,26:03.9,3185,City Hall,40.717732500000004,-74.04384499999999,3212,Christ Hospital,40.73478582,-74.05044364,29602,Subscriber,1986,2
6254,354,37:59.8,43:53.8,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,32843,Subscriber,1984,1
9724,345,50:28.3,56:13.4,3269,Brunswick & 6th,40.72601173,-74.05038893,3211,Newark Ave,40.72152515,-74.04630454,31738,Subscriber,1959,2
7127,386,45:43.8,52:10.3,3207,Oakland Ave,40.7376037,-74.05247829999999,3195,Sip Ave,40.73074263,-74.06378388,31849,Subscriber,1989,1
5688,375,03:38.4,09:54.3,3202,Newport PATH,40.7272235,-74.03375890000001,3203,Hamilton Park,40.72759597,-74.04424731,29621,Subscriber,1982,1
4069,227,04:21.8,08:09.2,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,31719,Subscriber,1977,1
1294,497,36:50.4,45:07.4,3185,City Hall,40.717732500000004,-74.04384499999999,3192,Liberty Light Rail,40.711242299999995,-74.0557013,31711,Subscriber,1978,1
1668,315,47:49.1,53:04.4,3186,Grove St PATH,40.71958612,-74.04311746,3187,Warren St,40.721123600000006,-74.03805095,26212,Subscriber,1988,2
10790,3444,05:03.7,02:27.8,3275,Columbus Drive,40.718355200000005,-74.03891444,3275,Columbus Drive,40.718355200000005,-74.03891444,31776,Customer,1991,1
6382,460,34:03.0,41:43.1,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.03375890000001,31725,Subscriber,1995,2
4624,237,14:03.0,18:00.5,3195,Sip Ave,40.73074263,-74.06378388,3225,Baldwin at Montgomery,40.7236589,-74.0641943,26317,Subscriber,1986,2
8598,124,13:17.0,15:21.3,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3183,Exchange Place,40.7162469,-74.0334588,31709,Subscriber,1984,1
5060,586,33:29.9,43:16.3,3199,Newport Pkwy,40.728744799999994,-74.03210820000001,3272,Jersey & 3rd,40.72333159,-74.04595256,31946,Subscriber,1983,2
6736,266,57:18.3,01:45.2,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,31946,Subscriber,1986,1
2842,208,25:18.7,28:46.7,3186,Grove St PATH,40.71958612,-74.04311746,3270,Jersey & 6th St,40.72528911,-74.04557168,29666,Subscriber,1969,2
12629,499,00:03.4,08:23.3,3640,Journal Square,40.733670000000004,-74.0625,3212,Christ Hospital,40.73478582,-74.05044364,31940,Subscriber,1986,2
10512,327,01:18.6,06:46.6,3273,Manila & 1st,40.72165072,-74.04288411,3203,Hamilton Park,40.72759597,-74.04424731,31925,Subscriber,1966,1
4707,494,41:46.2,50:00.7,3195,Sip Ave,40.73074263,-74.06378388,3280,Astor Place,40.7192822,-74.07126188,29618,Subscriber,1960,1
2844,728,03:54.8,16:03.4,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,31874,Customer,1969,0
2763,112,53:19.4,55:12.2,3186,Grove St PATH,40.71958612,-74.04311746,3211,Newark Ave,40.72152515,-74.04630454,31709,Subscriber,1987,1
10924,244,41:52.0,45:56.4,3276,Marin Light Rail,40.71458404,-74.04281706,3184,Paulus Hook,40.7141454,-74.0335519,31946,Subscriber,1980,1
8268,184,34:04.8,37:09.8,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,31828,Subscriber,1991,2
4277,368,01:52.4,08:01.1,3195,Sip Ave,40.73074263,-74.06378388,3225,Baldwin at Montgomery,40.7236589,-74.0641943,31874,Subscriber,1962,1
11792,779,47:56.1,00:55.9,3280,Astor Place,40.7192822,-74.07126188,3187,Warren St,40.721123600000006,-74.03805095,31701,Subscriber,1988,1
2939,789,10:52.8,24:02.1,3186,Grove St PATH,40.71958612,-74.04311746,3194,McGinley Square,40.72533993,-74.06762213,31773,Subscriber,1989,1
852,1076,47:54.1,05:50.4,3184,Paulus Hook,40.7141454,-74.0335519,3184,Paulus Hook,40.7141454,-74.0335519,31843,Subscriber,1979,1
2051,250,34:49.2,38:59.7,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,29669,Subscriber,1981,2
2159,234,27:33.4,31:27.9,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,31870,Subscriber,1969,0
8910,274,54:26.6,59:00.8,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73074263,-74.06378388,31722,Subscriber,1989,1
3734,566,33:42.0,43:08.8,3193,Lincoln Park,40.724605100000005,-74.07840595,3194,McGinley Square,40.72533993,-74.06762213,33372,Subscriber,1985,2
4378,418,23:56.5,30:55.1,3195,Sip Ave,40.73074263,-74.06378388,3212,Christ Hospital,40.73478582,-74.05044364,31687,Subscriber,1995,1
2581,291,42:26.8,47:18.4,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,31934,Subscriber,1989,1
7831,175,31:24.4,34:19.4,3211,Newark Ave,40.72152515,-74.04630454,3186,Grove St PATH,40.71958612,-74.04311746,29587,Subscriber,1986,1
11750,571,31:33.8,41:05.2,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.73074263,-74.06378388,26166,Subscriber,1960,1
2049,446,16:41.1,24:07.7,3186,Grove St PATH,40.71958612,-74.04311746,3192,Liberty Light Rail,40.711242299999995,-74.0557013,26193,Subscriber,1974,2
6476,266,24:39.6,29:06.1,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,31742,Subscriber,1990,1
3162,269,11:08.8,15:38.1,3187,Warren St,40.721123600000006,-74.03805095,3183,Exchange Place,40.7162469,-74.0334588,31934,Subscriber,1975,1
8502,146,38:05.5,40:31.5,3214,Essex Light Rail,40.712774200000005,-74.03648570000001,3183,Exchange Place,40.7162469,-74.0334588,31751,Subscriber,1992,1
12066,202,36:46.8,40:09.6,3481,York St,40.71649,-74.04105,3186,Grove St PATH,40.71958612,-74.04311746,31742,Subscriber,1985,1
3319,267,04:07.4,08:35.3,3187,Warren St,40.721123600000006,-74.03805095,3186,Grove St PATH,40.71958612,-74.04311746,31907,Subscriber,1988,1
5868,152,11:32.4,14:04.8,3202,Newport PATH,40.7272235,-74.03375890000001,3638,Washington St,40.7242941,-74.0354826,29613,Subscriber,1992,1
1498,334,04:18.1,09:52.4,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,31841,Subscriber,1979,1
512,259,50:37.7,54:57.2,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.721123600000006,-74.03805095,29673,Subscriber,1990,1
5487,415,27:20.5,34:16.3,3202,Newport PATH,40.7272235,-74.03375890000001,3203,Hamilton Park,40.72759597,-74.04424731,31938,Subscriber,1966,1
2594,629,17:52.2,28:21.3,3186,Grove St PATH,40.71958612,-74.04311746,3268,Lafayette Park,40.71346383,-74.06285852,29621,Subscriber,1987,1
2322,428,31:56.5,39:04.8,3186,Grove St PATH,40.71958612,-74.04311746,3184,Paulus Hook,40.7141454,-74.0335519,31733,Subscriber,1987,1
1144,148,18:45.8,21:14.6,3185,City Hall,40.717732500000004,-74.04384499999999,3205,JC Medical Center,40.71653978,-74.04963791,31825,Subscriber,1992,1
