tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
150,13:58.6,16:29.3,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29453,Subscriber,1994,1
282,17:04.4,21:46.7,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,29580,Subscriber,1979,1
259,24:50.2,29:09.2,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29603,Subscriber,1955,1
327,33:53.4,39:20.8,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,33598,Subscriber,1973,1
431,34:31.4,41:43.0,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,26309,Subscriber,1991,1
197,49:40.0,52:57.5,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,26293,Subscriber,1972,1
411,50:50.5,57:42.3,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,29284,Subscriber,1982,1
216,53:12.9,56:49.3,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,33648,Subscriber,1987,1
2473,55:50.7,37:03.9,3183,Exchange Place,40.7162469,-74.0334588,3269,Brunswick & 6th,40.72601173,-74.05038893,29644,Subscriber,1969,0
270,59:24.1,03:54.8,3183,Exchange Place,40.7162469,-74.0334588,3481,York St,40.71649,-74.04105,29460,Subscriber,1968,2
243,00:06.3,04:09.3,3183,Exchange Place,40.7162469,-74.0334588,3481,York St,40.71649,-74.04105,29495,Subscriber,1979,1
269,00:21.5,04:51.4,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29242,Subscriber,1992,1
1098,05:30.2,23:48.3,3183,Exchange Place,40.7162469,-74.0334588,3225,Baldwin at Montgomery,40.7236589,-74.0641943,29571,Subscriber,1980,1
460,05:39.7,13:20.5,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,29635,Subscriber,1988,1
339,08:11.2,13:51.0,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,33638,Subscriber,1986,1
278,10:49.1,15:27.6,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,29211,Subscriber,1984,1
298,15:27.4,20:25.7,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29522,Subscriber,1977,1
722,28:46.4,40:48.7,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,26167,Subscriber,1983,1
172,58:51.6,01:44.1,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26211,Subscriber,1982,1
199,43:19.5,46:38.9,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,33648,Subscriber,1958,1
129,48:25.6,50:34.9,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29652,Subscriber,1984,1
352,59:51.8,05:44.2,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29599,Subscriber,1993,1
361,02:18.0,08:19.4,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26195,Subscriber,1981,2
220,18:16.4,21:56.7,3183,Exchange Place,40.7162469,-74.0334588,3681,Grand St,40.71517768,-74.03768331,29483,Subscriber,1979,1
778,18:52.2,31:50.7,3183,Exchange Place,40.7162469,-74.0334588,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,26269,Subscriber,1984,1
275,25:05.7,29:41.6,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,29497,Subscriber,1969,0
490,33:24.1,41:34.4,3183,Exchange Place,40.7162469,-74.0334588,3203,Hamilton Park,40.72759597,-74.04424731,29608,Subscriber,1988,1
170,48:12.0,51:02.9,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,26281,Subscriber,1980,1
332,04:27.3,09:59.6,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,29629,Subscriber,1992,1
1152,28:07.3,47:19.7,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,26318,Customer,1969,0
172,32:35.5,35:28.3,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,26242,Subscriber,1966,1
524,17:56.0,26:40.6,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,26286,Subscriber,1963,1
334,55:07.4,00:41.6,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,26167,Subscriber,1981,1
326,06:19.6,11:46.5,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,33607,Subscriber,1967,2
200,52:10.1,55:30.2,3183,Exchange Place,40.7162469,-74.0334588,3275,Columbus Drive,40.7183552,-74.03891444,33674,Subscriber,1978,1
273,28:48.1,33:21.6,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29252,Subscriber,1963,1
111,53:58.0,55:49.3,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,29511,Subscriber,1985,1
687,11:09.0,22:36.4,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,26288,Subscriber,1971,1
280,24:55.8,29:35.9,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26210,Subscriber,1968,1
412,28:59.1,35:52.0,3183,Exchange Place,40.7162469,-74.0334588,3681,Grand St,40.71517768,-74.03768331,29673,Customer,1969,0
382,29:21.4,35:44.4,3183,Exchange Place,40.7162469,-74.0334588,3681,Grand St,40.71517768,-74.03768331,29619,Customer,1969,0
393,37:13.5,43:47.4,3183,Exchange Place,40.7162469,-74.0334588,3270,Jersey & 6th St,40.72528911,-74.04557168,29645,Subscriber,1988,1
851,04:16.1,18:27.3,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,28164,Subscriber,1971,2
156,07:34.7,10:10.8,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,26223,Subscriber,1981,1
1009,23:04.3,39:53.8,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,29264,Subscriber,1989,1
518,45:12.8,53:51.5,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,29662,Subscriber,1970,1
796,41:38.6,54:55.4,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,32019,Subscriber,1990,2
579,43:56.6,53:36.0,3183,Exchange Place,40.7162469,-74.0334588,3269,Brunswick & 6th,40.72601173,-74.05038893,29607,Subscriber,1958,1
533,45:33.6,54:27.1,3183,Exchange Place,40.7162469,-74.0334588,3278,Monmouth and 6th,40.72568548,-74.04879034,29460,Subscriber,1978,1
769,46:34.5,59:24.5,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,29495,Subscriber,1978,1
382,52:14.4,58:37.1,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,33675,Subscriber,1982,1
336,55:18.4,00:54.5,3183,Exchange Place,40.7162469,-74.0334588,3211,Newark Ave,40.72152515,-74.04630454,29126,Subscriber,1988,1
279,58:13.8,02:53.4,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29468,Subscriber,1980,1
208,06:46.5,10:15.3,3183,Exchange Place,40.7162469,-74.0334588,3681,Grand St,40.71517768,-74.03768331,29483,Subscriber,1989,1
255,37:37.4,41:52.6,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29487,Subscriber,1987,1
221,49:39.3,53:20.5,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,33562,Subscriber,1960,1
806,53:48.3,07:14.9,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,26242,Subscriber,1965,2
386,57:33.1,03:59.5,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,29587,Subscriber,1989,1
232,58:08.1,02:01.1,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,29256,Subscriber,1975,1
427,01:40.9,08:48.7,3183,Exchange Place,40.7162469,-74.0334588,3273,Manila & 1st,40.72165072,-74.04288411,29448,Subscriber,1971,1
297,04:54.2,09:52.0,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,29223,Subscriber,1993,1
162,06:11.3,08:53.8,3183,Exchange Place,40.7162469,-74.0334588,3275,Columbus Drive,40.7183552,-74.03891444,29657,Subscriber,1994,1
183,07:46.0,10:49.6,3183,Exchange Place,40.7162469,-74.0334588,3681,Grand St,40.71517768,-74.03768331,29459,Subscriber,1982,2
423,09:46.2,16:49.5,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,26248,Subscriber,1984,1
622,11:04.9,21:27.2,3183,Exchange Place,40.7162469,-74.0334588,3211,Newark Ave,40.72152515,-74.04630454,33674,Subscriber,1983,1
370,11:22.5,17:32.9,3183,Exchange Place,40.7162469,-74.0334588,3211,Newark Ave,40.72152515,-74.04630454,29572,Subscriber,1981,1
362,16:01.3,22:03.9,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,29204,Subscriber,1991,1
564,16:19.5,25:43.7,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,29491,Subscriber,1980,1
379,21:35.9,27:55.6,3183,Exchange Place,40.7162469,-74.0334588,3211,Newark Ave,40.72152515,-74.04630454,29671,Subscriber,1993,1
193,24:28.6,27:42.3,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26206,Subscriber,1984,1
88,24:50.8,26:19.2,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,29514,Subscriber,1987,1
984,33:19.3,49:43.8,3183,Exchange Place,40.7162469,-74.0334588,3268,Lafayette Park,40.71346383,-74.06285852,29272,Subscriber,1990,2
311,36:48.6,42:00.0,3183,Exchange Place,40.7162469,-74.0334588,3273,Manila & 1st,40.72165072,-74.04288411,26274,Subscriber,1980,1
264,49:16.2,53:41.0,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,29435,Subscriber,1990,1
106,51:19.5,53:06.1,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,29213,Subscriber,1969,0
634,52:58.2,03:32.8,3183,Exchange Place,40.7162469,-74.0334588,3481,York St,40.71649,-74.04105,29626,Subscriber,1993,1
189,55:53.2,59:03.0,3183,Exchange Place,40.7162469,-74.0334588,3681,Grand St,40.71517768,-74.03768331,29576,Subscriber,1988,2
580,58:01.2,07:42.1,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,26247,Subscriber,1991,1
220,58:47.5,02:28.3,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,33599,Subscriber,1984,1
430,03:11.9,10:22.0,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,29672,Subscriber,1994,1
201,12:09.6,15:30.6,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29273,Subscriber,1994,2
549,15:27.8,24:36.8,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29668,Subscriber,1981,0
247,16:47.5,20:55.0,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,29239,Subscriber,1982,1
165,20:07.8,22:52.9,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29681,Subscriber,1994,1
269,31:17.7,35:47.3,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,33592,Subscriber,1986,1
277,34:49.1,39:26.7,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26211,Subscriber,1987,1
827,42:58.0,56:46.0,3183,Exchange Place,40.7162469,-74.0334588,3272,Jersey & 3rd,40.72333159,-74.04595256,29588,Subscriber,1986,1
270,44:54.6,49:25.3,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29243,Subscriber,1985,1
180,46:17.3,49:17.9,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29669,Subscriber,1986,1
251,48:20.9,52:32.6,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29120,Subscriber,1973,1
238,21:26.4,25:25.0,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,26281,Subscriber,1979,1
259,23:58.8,28:18.0,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29485,Subscriber,1958,1
348,48:13.5,54:01.8,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,26192,Subscriber,1975,1
294,48:29.9,53:24.6,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29533,Subscriber,1976,1
289,49:16.7,54:06.0,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29275,Subscriber,1956,1
248,01:30.2,05:38.7,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,33640,Subscriber,1988,1
1143,06:19.3,25:22.7,3183,Exchange Place,40.7162469,-74.0334588,3677,Glenwood Ave,40.72755147,-74.07106072,29235,Subscriber,1989,1
115,20:08.6,22:04.0,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29275,Subscriber,1980,1
108,46:10.7,47:58.9,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,29607,Subscriber,1969,0
239,25:33.6,29:32.7,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,29211,Subscriber,1980,1
256,50:59.7,55:16.3,3183,Exchange Place,40.7162469,-74.0334588,3481,York St,40.71649,-74.04105,29599,Subscriber,1968,2
148,01:55.5,04:23.9,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,32019,Subscriber,1982,1
553,37:46.2,47:00.0,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,26198,Subscriber,1994,1
657,19:55.5,30:53.1,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,26247,Subscriber,1992,2
111,32:59.9,34:51.1,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,29577,Subscriber,1989,1
602,32:23.2,42:26.0,3183,Exchange Place,40.7162469,-74.0334588,3279,Dixon Mills,40.72163014,-74.04996783,33603,Subscriber,1982,1
814,39:27.5,53:02.2,3183,Exchange Place,40.7162469,-74.0334588,3279,Dixon Mills,40.72163014,-74.04996783,29641,Customer,1990,1
203,44:22.4,47:46.1,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,33625,Subscriber,1960,1
1411,00:16.0,23:47.6,3183,Exchange Place,40.7162469,-74.0334588,3677,Glenwood Ave,40.72755147,-74.07106072,29491,Subscriber,1989,1
342,33:58.1,39:40.8,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,29535,Customer,1981,1
92,47:53.8,49:26.6,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,29668,Subscriber,1993,1
242,03:56.3,07:59.2,3183,Exchange Place,40.7162469,-74.0334588,3481,York St,40.71649,-74.04105,26289,Subscriber,1986,1
316,02:27.8,07:44.4,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,33603,Subscriber,1987,1
383,32:26.9,38:50.0,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,29604,Subscriber,1991,2
787,02:06.3,15:14.0,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,29452,Subscriber,1990,1
590,10:13.9,20:04.8,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,26155,Subscriber,1986,1
762,46:50.3,59:33.1,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,33621,Subscriber,1990,1
440,49:28.8,56:49.2,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,28164,Subscriber,1981,2
213,13:23.0,16:56.5,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,29528,Subscriber,1991,1
677,17:17.6,28:35.2,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,26188,Customer,1969,0
437,41:33.0,48:50.1,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26303,Subscriber,1975,2
802,45:03.8,58:26.3,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,26255,Subscriber,1959,1
692,45:26.6,56:59.3,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,33669,Subscriber,1992,2
596,04:17.8,14:14.6,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,29474,Subscriber,1994,1
121,06:51.9,08:53.0,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,33621,Subscriber,1990,1
172,49:42.5,52:35.3,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,29676,Subscriber,1983,1
507,59:10.3,07:37.9,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,29231,Subscriber,1987,1
862,04:40.3,19:03.1,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,33814,Customer,1969,0
792,05:08.1,18:20.4,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,29591,Subscriber,1993,1
166,41:39.9,44:26.0,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,29509,Subscriber,1971,2
242,05:31.6,09:34.4,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29474,Subscriber,1977,1
1094,05:54.4,24:09.2,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,26247,Customer,1969,0
