tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
323,00:01.8,05:25.3,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,26314,Subscriber,1970,1
391,17:22.8,23:53.8,3183,Exchange Place,40.7162469,-74.0334588,3270,Jersey & 6th St,40.72528911,-74.04557168,31847,Subscriber,1986,1
469,20:31.7,28:20.9,3183,Exchange Place,40.7162469,-74.0334588,3203,Hamilton Park,40.72759597,-74.04424731,26253,Subscriber,1976,1
237,20:53.6,24:51.5,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,29263,Subscriber,1981,1
547,22:19.8,31:27.1,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,29654,Subscriber,1985,1
382,26:29.4,32:52.4,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,31849,Subscriber,1969,0
229,55:00.9,58:50.5,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26256,Subscriber,1955,1
365,11:24.6,17:29.6,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,26277,Subscriber,1985,2
502,14:36.6,22:58.7,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,29434,Subscriber,1989,2
543,15:00.9,24:04.5,3183,Exchange Place,40.7162469,-74.0334588,3279,Dixon Mills,40.72163014,-74.04996783,26164,Subscriber,1981,1
285,17:24.3,22:09.6,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,31715,Subscriber,1989,1
190,36:04.3,39:15.2,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31773,Subscriber,1988,1
365,36:26.3,42:31.8,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26223,Subscriber,1983,2
438,41:06.1,48:24.4,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,29579,Subscriber,1963,1
306,43:33.1,48:39.4,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,26236,Subscriber,1987,2
332,33:07.8,38:40.2,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26258,Subscriber,1991,1
261,57:36.4,01:57.5,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31683,Subscriber,1990,1
296,28:16.6,33:13.6,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,29655,Subscriber,1960,1
203,34:45.0,38:08.5,3183,Exchange Place,40.7162469,-74.0334588,3481,York St,40.71649,-74.04105,31860,Subscriber,1993,1
225,46:12.5,49:57.9,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,31845,Subscriber,1994,1
309,01:31.3,06:40.7,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26253,Subscriber,1980,1
74,45:28.8,46:43.6,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,29640,Subscriber,1975,1
165,51:21.5,54:07.0,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,31903,Subscriber,1970,1
186,01:27.9,04:34.9,3183,Exchange Place,40.7162469,-74.0334588,3481,York St,40.71649,-74.04105,31867,Subscriber,1975,1
203,17:45.1,21:09.0,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,26159,Subscriber,1985,1
269,27:59.9,32:29.4,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26253,Subscriber,1980,1
411,34:30.4,41:22.3,3183,Exchange Place,40.7162469,-74.0334588,3273,Manila & 1st,40.72165072,-74.04288411,31929,Subscriber,1980,1
470,37:13.7,45:04.0,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,31725,Subscriber,1989,2
184,47:09.7,50:14.1,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,31845,Subscriber,1960,1
315,58:34.4,03:50.4,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31689,Subscriber,1985,1
266,02:45.4,07:12.2,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,26277,Subscriber,1990,1
220,35:07.8,38:48.2,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31829,Subscriber,1958,1
679,39:40.6,51:00.6,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31877,Subscriber,1991,1
210,43:32.9,47:03.4,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29626,Subscriber,1981,0
653,48:07.6,59:01.4,3183,Exchange Place,40.7162469,-74.0334588,3190,Garfield Ave Station,40.71046702,-74.0700388,29235,Subscriber,1987,1
597,11:55.3,21:52.7,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,31884,Subscriber,1963,1
356,12:07.7,18:04.4,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31925,Subscriber,1992,1
285,14:00.4,18:45.4,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26304,Subscriber,1990,2
302,24:33.1,29:36.1,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31828,Subscriber,1994,1
552,46:34.4,55:46.8,3183,Exchange Place,40.7162469,-74.0334588,3203,Hamilton Park,40.72759597,-74.04424731,31753,Subscriber,1979,1
229,00:33.5,04:22.8,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26244,Subscriber,1974,1
307,24:16.1,29:23.6,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26182,Subscriber,1987,1
88,32:27.6,33:55.7,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,29580,Subscriber,1985,2
469,29:56.8,37:45.8,3183,Exchange Place,40.7162469,-74.0334588,3279,Dixon Mills,40.72163014,-74.04996783,26259,Subscriber,1981,1
96,09:07.4,10:44.1,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,31929,Subscriber,1975,1
635,00:25.2,11:00.7,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,26245,Subscriber,1962,1
145,37:59.8,40:25.8,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,26310,Subscriber,1988,1
219,45:53.0,49:32.5,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,31954,Subscriber,1979,1
259,25:17.6,29:37.2,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29582,Subscriber,1968,2
498,44:17.6,52:36.5,3183,Exchange Place,40.7162469,-74.0334588,3211,Newark Ave,40.72152515,-74.04630454,26289,Subscriber,1971,1
308,48:37.3,53:45.4,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,31710,Subscriber,1965,2
71,56:35.5,57:47.2,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,31903,Subscriber,1989,1
309,07:51.2,13:00.7,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,26310,Subscriber,1941,2
383,12:50.5,19:14.2,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,29211,Subscriber,1976,1
237,13:44.4,17:41.7,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,31954,Subscriber,1960,1
104,13:58.5,15:42.5,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,31920,Subscriber,1984,1
189,19:55.3,23:05.1,3183,Exchange Place,40.7162469,-74.0334588,3481,York St,40.71649,-74.04105,26193,Subscriber,1992,1
289,23:14.6,28:04.5,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31719,Subscriber,1968,1
454,24:44.7,32:19.5,3183,Exchange Place,40.7162469,-74.0334588,3273,Manila & 1st,40.72165072,-74.04288411,29270,Subscriber,1980,1
266,28:21.5,32:48.4,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31877,Subscriber,1994,1
214,33:17.9,36:52.8,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26300,Subscriber,1959,1
929,42:56.5,58:25.7,3183,Exchange Place,40.7162469,-74.0334588,3194,McGinley Square,40.72533993,-74.06762213,31859,Subscriber,1989,1
295,49:04.3,54:00.2,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31700,Subscriber,1985,1
2398,52:19.4,32:17.9,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,26207,Subscriber,1977,1
601,52:27.2,02:29.1,3183,Exchange Place,40.7162469,-74.0334588,3269,Brunswick & 6th,40.72601173,-74.05038893,26193,Subscriber,1976,1
242,59:10.9,03:13.1,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29580,Subscriber,1955,1
294,14:21.9,19:16.0,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,29614,Subscriber,1990,1
226,15:35.9,19:22.2,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26304,Subscriber,1980,1
161,16:22.1,19:03.4,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26312,Subscriber,1983,1
188,20:43.8,23:51.9,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29600,Subscriber,1992,1
326,29:12.9,34:39.0,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31845,Subscriber,1963,1
426,31:16.8,38:23.6,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29577,Subscriber,1990,1
295,37:54.9,42:50.1,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31811,Subscriber,1991,1
306,43:09.1,48:15.3,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26223,Subscriber,1984,1
384,47:40.7,54:05.7,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29540,Subscriber,1983,2
209,52:58.2,56:27.4,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29244,Subscriber,1981,0
344,53:52.7,59:37.3,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,29512,Subscriber,1972,1
182,59:27.8,02:30.6,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26295,Subscriber,1984,1
275,02:19.2,06:54.3,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26207,Subscriber,1975,1
447,06:23.5,13:51.2,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29619,Subscriber,1992,1
311,07:37.6,12:48.6,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,26266,Subscriber,1989,1
1053,12:09.6,29:43.6,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,26309,Subscriber,1988,2
544,14:00.9,23:05.7,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,29583,Subscriber,1985,1
222,25:00.3,28:42.6,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26157,Subscriber,1985,1
204,45:53.1,49:17.7,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26318,Subscriber,1980,1
245,46:55.7,51:01.4,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26200,Subscriber,1961,1
498,49:24.2,57:42.4,3183,Exchange Place,40.7162469,-74.0334588,3279,Dixon Mills,40.72163014,-74.04996783,26217,Subscriber,1981,1
550,49:57.2,59:07.3,3183,Exchange Place,40.7162469,-74.0334588,3272,Jersey & 3rd,40.72333159,-74.04595256,26169,Subscriber,1987,2
115,08:41.4,10:37.3,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,31811,Subscriber,1989,1
268,34:58.7,39:27.1,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31675,Subscriber,1987,1
169,58:16.7,01:06.6,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29232,Subscriber,1987,1
135,08:58.0,11:13.9,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26295,Subscriber,1986,1
563,35:31.7,44:54.8,3183,Exchange Place,40.7162469,-74.0334588,3205,JC Medical Center,40.71653978,-74.04963791,29619,Subscriber,1985,2
158,47:45.3,50:23.5,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,31686,Subscriber,1954,2
286,03:52.8,08:39.7,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26299,Subscriber,1969,1
216,01:37.0,05:13.8,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26151,Subscriber,1990,1
468,07:21.6,15:10.3,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,31778,Subscriber,1979,2
762,08:14.6,20:57.5,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,31828,Subscriber,1971,1
74,19:55.7,21:09.8,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,31675,Subscriber,1975,1
1287,34:28.3,55:55.9,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,29267,Subscriber,1977,1
258,25:38.3,29:56.4,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,26219,Subscriber,1986,1
399,59:19.6,05:59.0,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,26178,Subscriber,1958,1
444,03:43.6,11:07.9,3183,Exchange Place,40.7162469,-74.0334588,3275,Columbus Drive,40.7183552,-74.03891444,31877,Subscriber,1962,1
1122,38:04.6,56:47.1,3183,Exchange Place,40.7162469,-74.0334588,3639,Harborside,40.7192517,-74.034234,26279,Subscriber,1988,1
453,51:03.8,58:37.5,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31870,Subscriber,1968,1
16252,02:19.1,33:11.7,3183,Exchange Place,40.7162469,-74.0334588,3638,Washington St,40.7242941,-74.0354826,29580,Subscriber,1970,1
1895,18:08.0,49:43.7,3183,Exchange Place,40.7162469,-74.0334588,3281,Leonard Gordon Park,40.74590997,-74.05727148,31816,Subscriber,1976,1
248,18:13.5,22:21.6,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,31739,Subscriber,1980,1
411,25:17.7,32:08.8,3183,Exchange Place,40.7162469,-74.0334588,3273,Manila & 1st,40.72165072,-74.04288411,26288,Subscriber,1980,1
175,31:50.2,34:45.7,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26219,Subscriber,1984,1
167,50:44.0,53:31.7,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,31686,Subscriber,1986,1
275,52:03.3,56:38.6,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31875,Subscriber,1963,1
223,53:54.7,57:38.7,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,31946,Subscriber,1984,1
1805,58:07.5,28:13.0,3183,Exchange Place,40.7162469,-74.0334588,3210,Pershing Field,40.74267714,-74.05178863,31708,Subscriber,1981,1
289,01:51.2,06:40.8,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,29615,Subscriber,1990,1
304,12:46.5,17:51.1,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31735,Subscriber,1985,1
252,26:10.4,30:23.4,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31808,Subscriber,1990,1
232,28:25.1,32:17.7,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29446,Subscriber,1955,1
1799,31:07.7,01:06.9,3183,Exchange Place,40.7162469,-74.0334588,3198,Heights Elevator,40.74871595,-74.0404433,29434,Subscriber,1988,1
147,33:31.5,35:58.7,3183,Exchange Place,40.7162469,-74.0334588,3275,Columbus Drive,40.7183552,-74.03891444,31845,Subscriber,1978,1
546,39:33.7,48:39.9,3183,Exchange Place,40.7162469,-74.0334588,3268,Lafayette Park,40.71346383,-74.06285852,29205,Subscriber,1989,1
429,44:31.2,51:40.7,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29284,Subscriber,1972,2
222,44:49.8,48:32.4,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29492,Subscriber,1991,1
366,46:35.7,52:41.7,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26312,Subscriber,1983,2
132,59:10.5,01:23.3,3183,Exchange Place,40.7162469,-74.0334588,3481,York St,40.71649,-74.04105,26151,Subscriber,1980,1
320,22:31.3,27:51.7,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29591,Subscriber,1987,1
187,28:28.5,31:36.2,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,26182,Subscriber,1983,1
270,35:30.4,40:01.1,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,31808,Subscriber,1958,1
267,45:03.5,49:30.8,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29669,Subscriber,1982,1
253,48:27.0,52:40.6,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29201,Subscriber,1981,0
229,56:40.6,00:29.8,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29271,Subscriber,1980,2
94,09:36.1,11:10.8,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,29263,Subscriber,1986,1
366,21:26.3,27:33.2,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,31732,Subscriber,1980,1
155,21:31.6,24:07.3,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,29674,Subscriber,1981,1
302,21:58.2,27:00.3,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,26230,Subscriber,1971,1
194,22:30.3,25:44.8,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29513,Subscriber,1994,1
455,00:48.3,08:24.3,3183,Exchange Place,40.7162469,-74.0334588,3279,Dixon Mills,40.72163014,-74.04996783,29671,Subscriber,1981,1
228,33:09.2,36:57.4,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29591,Subscriber,1983,1
158,38:02.9,40:41.7,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29614,Subscriber,1984,1
204,39:01.0,42:25.6,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29626,Subscriber,1990,1
186,21:14.3,24:20.5,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29263,Subscriber,1993,1
457,13:02.1,20:39.2,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,26170,Subscriber,1983,1
192,22:28.2,25:40.4,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26191,Subscriber,1987,1
67,21:29.0,22:36.8,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,26303,Subscriber,1975,1
219,52:05.5,55:44.7,3183,Exchange Place,40.7162469,-74.0334588,3267,Morris Canal,40.71241882,-74.03852552,29626,Subscriber,1981,0
292,30:19.6,35:11.9,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,31731,Subscriber,1989,1
311,11:39.3,16:50.5,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,26197,Subscriber,1986,1
1022,13:47.3,30:50.1,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,29587,Customer,1969,0
950,14:02.7,29:52.8,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,29626,Customer,1969,0
284,16:38.6,21:23.2,3183,Exchange Place,40.7162469,-74.0334588,3276,Marin Light Rail,40.71458404,-74.04281706,31686,Subscriber,1994,1
